Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotConfig,Neighborhood,YearBuilt,RoofStyle,RoofMatl,MasVnrArea,Foundation,BsmtExposure,HeatingQC,CentralAir,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,SaleType,SalePrice,Has_Alley,Artery,Feedr,RRNn,RRAn,PosN,PosA,RRNe,RRAe,1Fam_BldgType,Overall_Total,BrkCmnArea,BrkFaceArea,StoneArea,Exter_Total,Bsmt_Total,Has_BsmtFin,BsmtFinSF_Total,SF_QualFinished,SF_Total,Bath,Garage_Total,Has_WoodDeck,Has_OpenPorch,Has_EnclosedPorch,Has_3SsnPorch,Has_ScreenPorch,Has_PorchOrDeck,Has_Pool,Has_Fence,Has_Shed,Post_Collapse
319,60,RL,90,9900,Pave,Inside,NoRidge,1993,Gable,CompShg,256,PConc,Gd,Ex,Y,2646,1,Gd,Typ,1,3,WD,260000,0,0,0,0,0,0,0,0,0,1,12,0,256,0,12,12,1,987,3633,3993,3.5,10,1,1,1,0,0,1,0,0,0,1
320,80,RL,NA,14115,Pave,Inside,NWAmes,1980,Gable,CompShg,225,CBlock,Av,TA,Y,1472,1,TA,Typ,2,2,WD,187500,0,0,0,0,0,0,0,0,0,1,12,0,225,0,10,12,1,1036,2508,2844,3,10,1,1,0,0,0,1,0,0,0,1
321,60,RL,111,16259,Pave,Corner,NridgHt,2006,Gable,CompShg,370,PConc,Av,Ex,Y,2596,1,Gd,Typ,0,3,New,342643,0,0,0,0,0,0,0,0,0,1,14,0,0,370,10,16,0,0,2596,3845,3.5,10,1,1,0,0,0,1,0,0,0,0
322,60,RL,99,12099,Pave,Inside,NridgHt,2004,Gable,CompShg,388,PConc,Av,Ex,Y,2468,1,Gd,Typ,1,3,WD,354000,0,0,0,0,0,0,0,0,0,1,13,0,388,0,12,14,1,970,3438,3604,3.5,10,1,1,0,0,0,1,0,0,0,0
323,60,RL,86,10380,Pave,Inside,SawyerW,1986,Gable,CompShg,172,CBlock,Gd,Ex,Y,2730,1,Gd,Typ,1,2,WD,301000,0,0,0,0,0,0,0,0,0,1,12,0,172,0,12,10,1,1502,4232,4232,3.5,10,1,1,0,0,0,1,0,1,0,0
324,20,RM,49,5820,Pave,Inside,OldTown,1955,Gable,CompShg,0,CBlock,No,Ex,Y,1163,1,TA,Typ,0,1,WD,126175,0,0,0,0,0,0,0,0,0,1,11,0,0,0,12,10,1,256,1419,2325,2,8,1,1,0,0,0,1,0,0,0,0
325,80,RL,96,11275,Pave,Corner,NAmes,1967,Mansard,WdShake,300,CBlock,No,Ex,Y,2978,1,Gd,Typ,1,2,WD,242000,0,0,0,0,0,1,0,0,0,1,14,0,300,0,14,12,0,0,2978,3688,2.5,10,1,0,0,0,0,1,0,0,0,1
326,45,RM,50,5000,Pave,Inside,IDOTRR,1941,Gable,CompShg,0,CBlock,Av,Po,N,803,1,TA,Typ,0,2,WD,87000,0,0,0,0,0,0,0,0,1,1,11,0,0,0,10,10,1,116,919,1523,1,10,0,0,1,0,0,1,0,0,0,0
327,120,RL,32,10846,Pave,CulDSac,Veenker,1993,Gable,CompShg,0,PConc,Gd,Ex,Y,1719,1,Gd,Typ,2,2,Con,324000,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,12,1,1619,3338,3438,3.5,10,1,1,0,0,0,1,0,0,0,0
328,20,RL,80,11600,Pave,Inside,NAmes,1960,Hip,CompShg,175,CBlock,No,TA,Y,1383,1,TA,Typ,0,1,WD,145250,0,0,0,0,0,0,0,0,0,1,11,0,175,0,10,10,1,565,1948,2766,1.5,10,0,1,0,0,0,1,0,0,0,0
329,75,RL,NA,11888,Pave,Inside,BrkSide,1916,Gable,CompShg,0,BrkTil,No,Gd,N,2134,1,Gd,Typ,0,2,WD,214500,1,0,0,0,0,1,0,0,0,1,12,0,0,0,10,10,0,0,2134,2978,2,10,0,1,1,0,0,1,0,0,0,1
330,70,RM,60,6402,Pave,Corner,IDOTRR,1920,Gable,CompShg,0,PConc,Mn,TA,N,1192,1,TA,Typ,0,1,WD,78000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,0,0,1192,1788,1,6,0,0,1,0,0,1,0,1,0,1
331,90,RL,NA,10624,Pave,Inside,NAmes,1964,Gable,CompShg,84,CBlock,No,TA,Y,1728,2,TA,Typ,0,1,WD,119000,0,0,0,0,0,0,0,0,0,0,9,0,84,0,10,10,1,304,2032,3456,2.5,10,1,0,0,0,0,1,0,0,0,0
332,20,RL,70,8176,Pave,Inside,NAmes,1958,Gable,CompShg,0,CBlock,No,Fa,Y,1056,1,TA,Typ,0,1,WD,139000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,846,1902,2112,2,10,0,0,0,0,0,0,0,0,0,0
333,20,RL,85,10655,Pave,Inside,NridgHt,2003,Gable,CompShg,296,PConc,No,Ex,Y,1629,1,Gd,Typ,1,3,WD,284000,0,0,0,0,0,0,0,0,0,1,13,0,296,0,12,12,1,1603,3232,4835,3,10,0,0,0,0,0,0,0,0,0,1
334,120,RM,59,8198,Pave,FR3,NridgHt,2004,Gable,CompShg,146,PConc,Av,Ex,Y,1358,1,Gd,Typ,1,2,WD,207000,0,0,0,0,0,0,0,0,0,0,12,0,0,146,12,12,1,720,2078,2716,3,10,1,1,0,0,0,1,0,0,0,0
335,60,RL,59,9042,Pave,Inside,Gilbert,1998,Gable,CompShg,0,PConc,Gd,Gd,Y,1638,1,TA,Typ,2,2,WD,192000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,1,828,2466,2581,3.5,10,1,1,0,0,0,1,0,0,0,0
336,190,RL,NA,164660,Grvl,Corner,Timber,1965,Gable,CompShg,0,CBlock,Gd,Ex,Y,1786,1,TA,Typ,2,2,WD,228950,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,10,1,1396,3182,3285,4,10,1,0,0,0,0,1,0,0,1,0
337,20,RL,86,14157,Pave,Corner,StoneBr,2005,Hip,CompShg,200,PConc,Gd,Ex,Y,1922,1,Gd,Typ,1,3,WD,377426,0,0,0,0,0,0,0,0,0,1,14,0,0,200,12,14,1,1249,3171,3844,3,10,1,1,0,0,0,1,0,0,0,0
338,20,RL,70,9135,Pave,Inside,CollgCr,2002,Gable,CompShg,113,PConc,Av,Ex,Y,1536,1,Gd,Typ,0,2,WD,214000,0,0,0,0,0,0,0,0,0,1,12,0,113,0,12,12,1,810,2346,3072,3,10,1,1,0,0,0,1,0,0,0,0
339,20,RL,91,14145,Pave,Corner,NWAmes,1984,Gable,CompShg,0,CBlock,Mn,Ex,Y,1621,1,Gd,Typ,0,2,WD,202500,0,0,0,0,0,0,0,0,0,1,14,0,0,0,12,12,1,213,1834,2829,3,10,1,1,0,0,0,1,0,0,1,0
340,20,RL,66,12400,Pave,Inside,NAmes,1958,Hip,CompShg,176,CBlock,No,TA,Y,1215,1,TA,Typ,0,1,WD,155000,0,0,1,0,0,0,0,0,0,1,13,0,176,0,10,8,1,585,1800,2430,1,10,0,0,0,0,1,1,0,0,0,1
341,60,RL,85,14191,Pave,Inside,Timber,2002,Gable,CompShg,0,PConc,No,Ex,Y,1908,1,Gd,Typ,0,2,WD,202900,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,0,0,1908,2875,2.5,10,1,0,0,0,0,1,0,0,0,1
342,20,RH,60,8400,Pave,Inside,SawyerW,1950,Gable,CompShg,0,CBlock,No,Gd,Y,841,1,TA,Typ,0,1,WD,82000,0,0,1,0,0,0,0,0,0,1,8,0,0,0,6,8,0,0,841,1562,1,10,1,0,1,0,0,1,0,0,0,1
343,90,RL,NA,8544,Pave,Inside,NAmes,1949,Gable,CompShg,340,Slab,NA,Fa,N,1040,2,TA,Typ,0,2,WD,87500,0,0,0,0,0,0,0,0,0,0,7,0,340,0,10,0,0,0,1040,1040,2,10,0,0,0,0,0,0,0,0,0,0
344,120,RL,63,8849,Pave,Inside,NridgHt,2005,Hip,CompShg,616,PConc,No,Ex,Y,1684,1,Ex,Typ,1,2,WD,266000,0,0,0,0,0,0,0,0,0,0,14,0,616,0,14,14,1,28,1712,3368,2,10,1,1,0,0,0,1,0,0,0,0
345,160,RM,36,2592,Pave,Inside,MeadowV,1976,Gable,CompShg,0,CBlock,No,TA,Y,1112,1,TA,Typ,0,1,WD,85000,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,12,1,361,1473,1648,1.5,10,1,0,0,0,0,1,0,0,0,1
346,50,RL,65,6435,Pave,Inside,BrkSide,1939,Gable,CompShg,0,BrkTil,No,Gd,Y,1577,1,Fa,Typ,1,1,WD,140200,0,0,0,0,1,0,0,0,0,1,11,0,0,0,10,10,0,0,1577,2549,1,10,0,0,0,0,0,0,0,0,0,0
347,20,RL,NA,12772,Pave,CulDSac,NAmes,1960,Hip,CompShg,0,CBlock,Mn,TA,Y,958,1,TA,Typ,0,1,WD,151500,0,0,0,0,0,0,0,0,0,1,14,0,0,0,12,10,1,498,1456,1916,1,10,0,0,0,0,0,0,0,0,0,0
348,20,RL,NA,17600,Pave,Inside,NAmes,1960,Gable,CompShg,30,CBlock,No,Ex,Y,1478,1,TA,Typ,2,2,WD,157500,0,0,0,0,0,0,0,0,0,1,11,0,30,0,10,10,1,1270,2748,2956,3,10,0,1,0,0,0,1,0,0,0,1
349,160,RL,36,2448,Pave,Inside,NridgHt,2003,Gable,CompShg,106,PConc,No,Ex,Y,1626,1,Gd,Typ,0,2,WD,154000,0,0,0,0,0,0,0,0,0,0,12,0,0,106,12,12,1,573,2199,2390,3.5,10,0,1,0,0,0,1,0,0,0,0
350,60,RL,56,20431,Pave,Inside,NridgHt,2005,Hip,CompShg,870,PConc,No,Ex,Y,2728,1,Ex,Typ,2,3,New,437154,0,0,0,0,0,0,0,0,0,1,14,0,870,0,14,14,1,1410,4138,4576,3.5,10,0,0,0,0,0,0,0,0,0,0
351,120,RL,68,7820,Pave,Inside,NridgHt,2007,Hip,CompShg,362,PConc,No,Ex,Y,1869,1,Ex,Typ,1,2,New,318061,0,0,0,0,0,0,0,0,0,0,14,0,362,0,14,14,0,0,1869,3738,2,10,1,1,0,0,0,1,0,0,0,0
352,120,RL,NA,5271,Pave,Inside,ClearCr,1986,Gable,CompShg,0,PConc,Gd,Gd,Y,1453,1,Gd,Typ,1,2,WD,190000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,12,1,1082,2535,2906,2.5,10,0,1,0,0,1,1,0,0,0,0
353,50,RL,60,9084,Pave,Inside,Edwards,1941,Gable,CompShg,0,CBlock,Mn,TA,N,1111,1,TA,Typ,0,1,ConLw,95000,0,1,0,0,0,0,0,0,0,1,11,0,0,0,10,8,1,616,1727,1727,1.5,8,1,0,0,0,0,1,0,0,0,0
354,30,RM,60,8520,Pave,Inside,OldTown,1928,Gable,CompShg,0,BrkTil,No,Gd,Y,720,1,TA,Typ,0,2,WD,105900,0,0,0,0,0,0,0,0,0,1,14,0,0,0,12,10,0,0,720,1344,1,10,1,0,0,0,0,1,0,0,0,1
355,50,RL,60,8400,Pave,Inside,SWISU,1940,Gable,CompShg,0,CBlock,No,Ex,Y,1595,1,TA,Typ,2,1,WD,140000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,388,1983,2535,1,10,0,0,1,0,0,1,0,0,0,0
356,20,RL,105,11249,Pave,Inside,CollgCr,1995,Gable,CompShg,0,PConc,No,Ex,Y,1200,1,Gd,Typ,0,2,WD,177500,0,0,0,0,0,0,0,0,0,1,11,0,0,0,14,14,1,878,2078,2400,3,10,0,1,0,0,0,1,0,0,0,0
357,20,RL,NA,9248,Pave,Inside,Gilbert,1992,Gable,CompShg,106,PConc,No,Gd,Y,1167,1,Gd,Typ,0,2,WD,173000,0,0,0,0,0,0,0,0,0,1,12,0,106,0,10,12,1,560,1727,2325,3,10,1,1,0,0,0,1,0,0,0,1
358,120,RM,44,4224,Pave,Inside,MeadowV,1976,Gable,CompShg,0,PConc,No,TA,Y,1142,1,TA,Typ,1,2,WD,134000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,12,1,874,2016,2284,2.5,10,1,1,0,0,0,1,0,1,0,0
359,80,RL,92,6930,Pave,Inside,ClearCr,1958,Hip,CompShg,120,CBlock,Av,Ex,Y,1352,1,Gd,Min2,0,1,WD,130000,0,0,0,0,0,0,0,0,0,1,9,0,120,0,10,10,1,594,1946,2414,1.5,10,1,0,1,0,0,1,0,0,0,0
360,60,RL,78,12011,Pave,CulDSac,NoRidge,1998,Gable,CompShg,530,PConc,Av,Ex,Y,1924,1,Gd,Typ,1,2,WD,280000,0,0,0,0,0,0,0,0,0,1,13,0,530,0,12,12,1,956,2880,3010,3.5,10,1,1,0,0,1,1,0,0,0,0
361,85,RL,NA,7540,Pave,CulDSac,Mitchel,1978,Gable,CompShg,0,CBlock,Av,Ex,Y,912,1,TA,Typ,1,2,WD,156000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,12,1,773,1685,1800,2,10,0,0,0,0,1,1,0,1,0,0
362,50,RL,NA,9144,Pave,Inside,BrkSide,1940,Gable,CompShg,0,CBlock,No,Gd,Y,1505,1,TA,Typ,0,1,WD,145000,1,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,399,1904,2388,2,10,0,0,0,0,0,0,0,0,0,0
363,85,RL,64,7301,Pave,Corner,Edwards,2003,Gable,CompShg,500,Slab,NA,Ex,Y,1922,1,Gd,Typ,1,2,ConLD,198500,0,0,0,0,0,0,0,0,0,1,12,0,500,0,12,0,0,0,1922,1922,3,10,0,0,1,0,0,1,0,0,0,1
364,160,RM,21,1680,Pave,Inside,BrDale,1972,Gable,CompShg,510,CBlock,No,Gd,Y,987,1,Gd,Typ,0,1,WD,118000,0,0,0,0,0,0,0,0,0,0,14,0,510,0,10,10,1,162,1149,1470,1.5,10,1,0,0,0,0,1,0,0,0,1
365,60,RL,NA,18800,Pave,FR2,NWAmes,1976,Gable,CompShg,120,PConc,Mn,TA,Y,1574,1,TA,Typ,1,2,WD,190000,0,0,0,0,0,0,0,0,0,1,11,0,120,0,10,12,1,712,2286,2370,3.5,10,1,1,0,0,0,1,0,0,0,0
366,70,RM,59,10690,Pave,Inside,IDOTRR,1920,Hip,CompShg,0,CBlock,No,Gd,Y,1344,1,TA,Typ,0,1,WD,147000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,8,1,456,1800,2016,1,8,0,1,1,0,0,1,0,0,0,1
367,20,RL,NA,9500,Pave,Inside,NAmes,1963,Gable,CompShg,247,CBlock,No,Gd,Y,1394,1,TA,Typ,2,2,WD,159000,0,0,0,0,0,0,0,0,0,1,11,0,247,0,10,12,1,609,2003,2788,2.5,10,0,1,0,0,1,1,0,0,0,1
368,80,RL,101,9150,Pave,Corner,NAmes,1962,Gable,Tar&Grv,305,CBlock,Gd,Gd,Y,1431,1,TA,Typ,1,1,WD,165000,0,0,0,0,0,0,0,0,0,1,11,0,305,0,10,12,1,371,1802,2530,1.5,10,1,1,0,0,0,1,0,0,0,0
369,20,RL,78,7800,Pave,Inside,NAmes,1954,Gable,CompShg,200,PConc,No,Gd,Y,1268,1,TA,Typ,1,1,WD,132000,0,0,0,0,0,0,0,0,0,1,11,0,200,0,10,10,1,540,1808,2536,1,10,0,1,0,0,0,1,0,0,0,1
370,20,RL,NA,9830,Pave,Corner,NAmes,1959,Gable,CompShg,0,CBlock,No,Ex,Y,1287,1,Gd,Typ,1,2,WD,162000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,10,1,330,1617,2350,2,10,1,1,0,0,1,1,0,0,0,1
371,60,RL,NA,8121,Pave,Inside,Gilbert,2000,Gable,CompShg,0,PConc,No,Ex,Y,1664,1,TA,Typ,1,2,WD,172400,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,0,0,1664,2617,2.5,10,1,1,0,0,0,1,0,0,0,0
372,50,RL,80,17120,Pave,Inside,ClearCr,1959,Gable,CompShg,0,CBlock,NA,TA,Y,1588,1,TA,Min2,1,2,WD,134432,0,0,1,0,0,0,0,0,0,1,8,0,0,0,10,0,0,0,1588,1588,2,10,0,1,0,0,0,1,0,0,0,0
373,120,RL,50,7175,Pave,Inside,SawyerW,1984,Gable,CompShg,0,CBlock,No,TA,Y,752,1,TA,Typ,0,1,WD,125000,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,12,1,744,1496,1496,2,10,1,0,0,0,1,1,0,1,0,1
374,20,RL,79,10634,Pave,Inside,NAmes,1953,Gable,CompShg,0,PConc,No,TA,Y,1319,1,TA,Min2,0,1,WD,123000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,608,1927,1927,2,10,1,0,0,0,0,1,0,1,0,1
375,60,RL,65,8200,Pave,Inside,CollgCr,2003,Gable,CompShg,0,PConc,No,Ex,Y,1928,1,Gd,Typ,1,2,WD,219500,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,0,0,1928,2775,2.5,10,1,1,0,0,0,1,0,0,0,0
376,30,RL,NA,10020,Pave,Inside,Edwards,1922,Gable,CompShg,0,BrkTil,Gd,Gd,N,904,1,Fa,Maj1,0,0,WD,61000,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,5,1,350,1254,1587,1.5,0,0,0,0,0,0,0,0,0,0,1
377,85,RL,57,8846,Pave,CulDSac,CollgCr,1996,Gable,CompShg,0,PConc,Av,Ex,Y,914,1,TA,Typ,0,2,WD,148000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,12,12,1,298,1212,1784,1,10,0,0,0,0,0,0,0,0,0,0
378,60,FV,102,11143,Pave,Corner,Somerst,2004,Gable,CompShg,0,PConc,No,Ex,Y,2466,1,Gd,Typ,1,2,WD,340000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,0,0,2466,4046,3,10,1,1,0,0,0,1,0,0,0,0
379,20,RL,88,11394,Pave,Corner,StoneBr,2010,Hip,CompShg,350,PConc,Av,Ex,Y,1856,1,Ex,Typ,1,3,New,394432,0,0,0,0,0,0,0,0,0,1,11,0,0,350,12,14,1,1445,3301,3712,2.5,10,1,0,0,0,0,1,0,0,0,1
380,60,RL,60,8123,Pave,Inside,Gilbert,2000,Gable,CompShg,16,PConc,No,Ex,Y,1800,1,TA,Typ,1,2,WD,179000,0,0,0,0,1,0,0,0,0,1,11,0,16,0,10,12,0,0,1800,2782,2.5,10,1,1,0,0,0,1,0,0,0,1
381,50,RL,50,5000,Pave,Inside,SWISU,1924,Gable,CompShg,0,BrkTil,No,TA,Y,1691,1,Gd,Typ,1,1,WD,127000,1,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,218,1909,2717,2,10,0,0,1,0,0,1,0,0,0,1
382,20,FV,60,7200,Pave,Inside,Somerst,2006,Gable,CompShg,0,PConc,No,Ex,Y,1301,1,Gd,Typ,1,2,New,187750,1,0,0,0,0,0,0,0,0,1,12,0,0,0,12,14,0,0,1301,2594,3,10,1,1,0,0,0,1,0,0,0,0
383,60,RL,79,9245,Pave,Inside,CollgCr,2006,Gable,CompShg,0,PConc,Av,Ex,Y,1797,1,Gd,Typ,0,2,WD,213500,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,0,0,1797,2736,2.5,10,1,1,0,0,0,1,0,0,0,0
384,45,RH,60,9000,Pave,Corner,SawyerW,1928,Gable,CompShg,0,BrkTil,No,TA,N,784,1,TA,Typ,0,2,WD,76000,0,0,0,0,0,0,0,0,0,1,9,0,0,0,10,6,0,0,784,1568,1,6,0,0,1,0,0,1,0,0,0,1
385,60,RL,NA,53107,Pave,Corner,ClearCr,1992,Gable,CompShg,0,PConc,Av,Ex,Y,1953,1,Gd,Typ,2,2,WD,240000,0,0,1,0,0,0,0,0,0,1,11,0,0,0,12,12,1,985,2938,3533,3.5,10,1,1,0,0,0,1,0,0,0,0
386,120,RL,43,3182,Pave,Inside,Blmngtn,2004,Gable,CompShg,16,PConc,No,Ex,Y,1269,1,Gd,Typ,1,2,WD,192000,0,0,0,0,0,0,0,0,0,0,13,0,16,0,12,12,1,24,1293,2525,2,10,1,1,0,0,1,1,0,0,0,1
387,50,RL,58,8410,Pave,FR2,Edwards,1910,Gambrel,CompShg,0,PConc,No,TA,Y,1184,1,TA,Typ,0,0,WD,81000,0,0,1,0,0,0,0,0,0,1,8,0,0,0,8,10,0,0,1184,1842,1,0,0,1,0,0,0,1,0,0,0,0
388,80,RL,72,7200,Pave,Inside,Edwards,1976,Hip,CompShg,255,CBlock,Av,Ex,Y,1125,1,TA,Typ,1,1,WD,125000,0,0,0,0,0,0,0,0,0,1,12,0,255,0,10,10,1,631,1756,2166,2,10,1,0,0,0,0,1,0,1,0,1
389,20,RL,93,9382,Pave,CulDSac,CollgCr,1999,Gable,CompShg,125,PConc,No,Ex,Y,1479,1,Gd,Typ,0,2,WD,191000,0,0,0,0,0,0,0,0,0,1,12,0,125,0,12,12,0,0,1479,2947,2,10,1,1,0,0,0,1,0,0,0,0
390,60,RL,96,12474,Pave,Inside,NridgHt,2007,Gable,CompShg,272,PConc,Av,Ex,Y,2332,1,Ex,Typ,1,3,New,426000,0,0,0,0,0,0,0,0,0,1,15,0,0,272,14,14,1,1280,3612,4014,3.5,10,1,1,0,0,0,1,0,0,0,0
391,50,RL,50,8405,Pave,Inside,Edwards,1900,Gable,CompShg,0,BrkTil,No,Ex,Y,1367,1,TA,Typ,0,1,WD,119000,1,0,0,0,0,0,0,0,0,1,13,0,0,0,10,12,1,632,1999,2228,2,10,0,1,1,0,0,1,0,1,0,0
392,60,RL,71,12209,Pave,CulDSac,Mitchel,2001,Gable,CompShg,0,PConc,No,Ex,Y,1961,1,Gd,Typ,1,2,WD,215000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,14,1,690,2651,2765,3.5,10,1,1,0,0,0,1,0,0,0,1
393,20,RL,NA,8339,Pave,Inside,NAmes,1959,Gable,CompShg,0,Slab,NA,TA,Y,882,1,TA,Typ,0,1,WD,106500,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,0,0,0,882,882,1,10,0,0,0,0,0,0,0,1,1,0
394,30,RL,NA,7446,Pave,Corner,BrkSide,1941,Gable,CompShg,0,CBlock,No,TA,Y,788,1,TA,Typ,2,0,WD,100000,0,0,1,0,0,0,0,0,0,1,9,0,0,0,10,10,1,266,1054,1576,1,0,0,0,0,0,0,0,0,1,0,0
395,50,RL,60,10134,Pave,Inside,OldTown,1940,Gable,CompShg,0,CBlock,No,Gd,Y,1034,1,TA,Typ,0,1,WD,109000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1034,1769,1,10,0,1,0,0,0,1,0,0,0,0
396,20,RL,68,9571,Pave,Inside,Edwards,1956,Gable,CompShg,0,CBlock,Av,TA,Y,1144,1,TA,Typ,0,1,WD,129000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,739,1883,2288,2,10,1,0,0,0,0,1,0,0,0,1
397,20,RL,60,7200,Pave,Inside,CollgCr,1972,Hip,CompShg,0,CBlock,Av,TA,Y,894,1,TA,Typ,0,2,WD,123000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,777,1671,1788,1,10,1,0,0,0,0,1,0,0,0,1
398,60,RL,69,7590,Pave,Inside,NAmes,1962,Gable,CompShg,288,CBlock,No,TA,Y,1812,1,TA,Typ,1,1,WD,169500,0,0,0,0,0,1,0,0,0,1,10,0,288,0,10,10,1,540,2352,2676,2,10,0,1,0,0,0,1,0,0,0,0
399,30,RM,60,8967,Pave,Corner,IDOTRR,1920,Gable,CompShg,0,BrkTil,No,Gd,Y,1077,1,TA,Maj2,0,1,WD,67000,0,0,0,0,0,0,0,0,0,1,7,0,0,0,8,5,0,0,1077,2038,1,4,0,0,0,0,0,0,0,0,0,0
400,60,FV,65,8125,Pave,Inside,Somerst,2006,Gable,CompShg,100,PConc,No,Ex,Y,1550,1,Gd,Typ,0,2,WD,241000,0,0,0,0,0,0,0,0,0,1,12,0,0,100,12,12,1,812,2362,2642,3,10,0,1,0,0,0,1,0,0,0,1
401,120,RL,38,14963,Pave,Inside,Veenker,1996,Gable,CompShg,0,PConc,No,Ex,Y,1288,1,Ex,Typ,2,2,WD,245500,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,12,1,786,2074,2548,2.5,10,1,1,0,0,1,1,0,0,0,0
402,20,RL,65,8767,Pave,Inside,CollgCr,2005,Gable,CompShg,0,PConc,Av,Ex,Y,1310,1,Gd,Typ,1,2,New,164990,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,1,24,1334,2620,2,10,0,0,0,0,0,0,0,0,0,0
403,30,RL,60,10200,Pave,Inside,Sawyer,1940,Gable,CompShg,0,PConc,No,Ex,Y,672,1,TA,Typ,0,1,WD,108000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,10,10,0,0,672,1344,1,10,1,0,0,0,0,1,0,1,0,0
404,60,RL,93,12090,Pave,Corner,NoRidge,1998,Hip,CompShg,650,PConc,No,Gd,Y,2263,1,Gd,Typ,1,2,WD,258000,0,0,0,0,0,0,0,0,0,1,13,0,650,0,12,12,0,0,2263,3404,2.5,10,1,1,0,0,0,1,0,0,0,0
405,60,RL,NA,10364,Pave,Inside,Gilbert,1995,Gable,CompShg,0,PConc,No,Gd,Y,1572,1,TA,Typ,1,2,WD,168000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,0,0,1572,2378,2.5,10,0,1,0,0,0,1,0,0,0,0
406,20,RL,NA,9991,Pave,Corner,Sawyer,1976,Gable,CompShg,0,CBlock,No,Ex,Y,1620,1,TA,Min1,1,2,WD,150000,0,0,1,0,0,0,0,0,0,1,8,0,0,0,10,10,1,1116,2736,2901,3,10,1,1,0,0,0,1,0,1,0,1
407,50,RL,51,10480,Pave,Inside,SWISU,1936,Gable,CompShg,0,BrkTil,No,Ex,Y,1639,1,TA,Maj2,0,1,WD,115000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1166,2703,1,10,0,0,0,0,0,0,0,0,0,0
408,70,RL,63,15576,Pave,Inside,Crawfor,1915,Gable,CompShg,0,BrkTil,No,Ex,Y,1680,1,TA,Typ,0,1,WD,177000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,10,12,0,0,1680,2520,2,10,0,0,1,0,0,1,0,0,0,0
409,60,RL,109,14154,Pave,Corner,NridgHt,2006,Gable,CompShg,350,PConc,No,Ex,Y,2172,1,Gd,Typ,1,3,New,280000,0,0,0,0,0,0,0,0,0,1,12,0,350,0,12,16,0,0,2172,3235,2.5,10,1,1,0,0,0,1,0,0,0,0
410,60,FV,85,10800,Pave,Inside,Somerst,2007,Gable,CompShg,100,PConc,No,Ex,Y,2078,1,Ex,Typ,1,3,New,339750,0,0,0,0,0,0,0,0,0,1,13,0,0,100,12,14,1,789,2867,3112,3.5,10,0,1,0,0,0,1,0,0,0,0
411,20,RL,68,9571,Pave,Inside,Edwards,1958,Gable,CompShg,0,CBlock,No,TA,Y,1276,1,TA,Mod,0,1,COD,60000,0,0,0,0,0,0,0,0,0,1,8,0,0,0,8,8,0,0,1276,2552,1,10,0,0,0,0,0,0,0,0,0,1
412,190,RL,100,34650,Pave,Inside,Gilbert,1955,Hip,CompShg,0,CBlock,Mn,TA,N,1056,1,TA,Typ,0,2,WD,145000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,1,1056,2112,2112,2,10,1,0,0,0,0,1,0,0,0,0
413,20,FV,NA,4403,Pave,Inside,Somerst,2009,Gable,CompShg,432,PConc,Av,Ex,Y,1478,1,Gd,Typ,1,2,New,222000,0,0,0,0,0,0,0,0,0,1,12,0,0,432,14,14,1,578,2056,2948,3.5,10,0,1,0,0,0,1,0,0,0,1
